review_body,url,title,locality
"
Mulund is one of the greenest and safest places of Mumbai, despite its development. It has a Police Station, well-lit streets, gated-community with manned exits. Garbage collection and recycling has not however picked up yet. The cleanliness is above average, even though the population density in this area has grown tremendously in the last few years.
The area enjoys easy access to the Eastern Express Highway and Navi Mumbai through the Mulund-Airoli Bridge. Roads are fairly broad. Its distance from premium areas like Juhu is about 21 km and it has several cooperative multi-storey and authority apartments. The people residing here are primarily from the Upper and the Middle income group. Some of the reputed schools in this area include JA Meghani English High School and TJ Academy.
The area has government fair price shops and is situated nearby to all the malls in Mulund West. It has several budget and mid segment eateries including Firangi Flavours, Baansoori and Zayka'Z Grill. Some of the well-known private and government hospitals include Fortis, Vasan Eye, Veer Savakar Municipal Hospital, Shushrush Hospital etc. Mulund Nursing Home, Bhagwat and Aparna Nursing Home are also situated here.
Mulund East is about 16km from the airport and about 32km from the Railway Station. Mulund is also a stop for slow and semi-fast local trains on the central line of the Mumbai suburban network. Mulund Depot is one of the major depots in Mumbai. Mulund is well connected to other suburbs and cities by adequate network of trains, BEST buses and roads including a national highway. The traffic here is fairly well modulated, though slow moving. Parking is difficult to get.
",http://www.magicbricks.com/Mulund-East-in-Mumbai-Overview,"
Overview of Mulund East, Mumbai
","
Mulund East, Mumbai , 
"
"
Vikhroli West is a suburb of Mumbai, which lies in the centre of the metropolitan. It is a peaceful area, which has lots of parks and shopping centers. The locality is well connected and has a number of schools, hospitals, malls, markets etc.
It is situated in the heart of Mumbai City just off LBS Road and offers easy access to Ghatkopar, Powai, Mulund and Andheri. It is very close to Vikhroli Station and has good connectivity with all the important places of the city.
The proximity to JVLR and the Ghatkopar-Andheri Belt, BKC and Powai connects it with all the prime areas in the city. A huge spread of greenery by Godrej makes it unique.
The current property prices in the locality are Rs 13000 to 16000 per sq ft.
",http://www.magicbricks.com/Vikhroli-West-in-Mumbai-Overview,"
Overview of Vikhroli West, Mumbai
","
Vikhroli West, Mumbai , 
"
"
Sion meaning boundary in Marathi, earlier marked the boundary between Mumbai and Salsette Island. Sion West and East are considered a middle class residential area, while Sion Circle is principally a commercial area.
Sion biggest advantage is its centrally located railway stations, viz Sion Station, King Circle and Guru Tej Bahadur Nagar Station. This offers easy access to Sion from all over Mumbai. Sion flyover has helped reduce the traffic problem and also the pollution levels. Sion is home to modern hospitals such as Lokmanya Tilak Muncipal General hospital, educational institutes such as KJ Somaiya Institute Of Engineering and Information Technology and SIES College of Arts, Science and Commerce; shopping complexes and entertainment facilities. Sion Talao Sion Lake adds to the beauty of Sion while Sion Fort is the perfect venue for a picnic.
Sion has a railway station on Mumbai suburban railway on the Central Railway line. It is a middle class suburb where builders such as Raheja and Kalpataru have established their presence in the locality. The average rental for a 2BHK is Rs 55,000 per month and for a 3BHK is Rs 75000 to 80000 per month. A 3BHK is available for a good size of 1600 sq ft. The average unit capital value in Sion is Rs 15000 per sq ft.
",http://www.magicbricks.com/Sion-in-Mumbai-Overview,"
Overview of Sion, Mumbai
","
Sion, Mumbai , 
"
"
Virar has a Police Station and excellent local governance, which keeps the place extremely safe. A newly created Vasai-Virar Municipal Corporation (VVMC) manages the locality very efficiently. It has well lit streets and gated communities with manned exits and a Fire Station close by. Sweeping and garbage collection is regular. It has planned drainage including flood prevention facilities.
The locality is close to NH-8 (Mumbai-Ahmedabad), NH-3 (Mumbai-Agra-Delhi), NH-4 (Mumbai-Chennai) and NH-17 (Goa-Mangalore-Kerala). Since there are many upmarket projects the locality has several cooperative multi-storey and authority apartments of good quality. Some well known ICSE/CBSE Schools include Apeejay, Hansraj, Amrita Vidyala and JJ Academy.
In addition to neighbourhood shops, High Streets outlets include High Street Phoenix, Neptune Magnet and Inorbit. Malls include Korum, Nirmal Lifestyle, Cross Roads and Metro Junction. It has several fast food joints to mid-segment fine dining to high end ones. These include the likes of Four Seasons, Mancini, Yazoo Park, KFC, CafÃÂ© Coffee day and Venue Family Hotel. Virar has several multi-speciality and subsidized hospitals
In addition to the existing rail and road connectivity, there is the upcoming Virar-Alibaug Corridor. The Project is expected to provide seamless connectivity by metro as well as by road from Alibaug to Virar. The corridor will bypass the western and eastern suburbs. The proposed alignment will connect crucial national highways.
The distance from Airport to Virar is about 57 km and from VT Railway Station it is about 68 km. Several traffic lights manage the traffic although there are many pressure points due to heavy, slow moving vehicular traffic. Pressure points remain across almost all intersections. Parking is difficult to get.
",http://www.magicbricks.com/Virar-in-Mumbai-Overview,"
Overview of Virar, Mumbai
","
Virar, Mumbai , 
"
"
Vasai is a suburb of Mumbai located in Thane district. It is a much modern part of Vasai-Virar City. Being a newly fast developing area there is a lot of construction activity. This has resulted in a lot of chaos. The previously existing garbage clearing system is not efficient enough to handle the current scenario. Hence security and cleanliness can be a problem in some areas.
Vasai has a railway station on the Western line and Vasai Road - Diva - Panvel route of the Central Line of the Mumbai Suburban Railway network keeps this area well connected. Several roads within the locality however are narrow, in places they are dust tracks.It is viewed as an upcoming middle class area. People prefer the area, as the prices here are more affordable as compared to rest of Mumbai. Previously it was a relatively yet-to-develop area, with basic infrastructure.
A pretty healthy list of higher educational institutions can be found in Vasai. These include Don Bosco, Holy Family and International Educational Society and Shah Education Trust College of Hospitality Hotel Management and Tourism, Vasai. The area has the presence of several international brands opening outlets here like Coutons, Cantabils, Reebok and Max. The Malls present in this area include Dattani Square Mall and Dreams Mall in addition to Brands outlets like Wills and Levis.
Eateries in Vasai mostly cater to the mid-segment market. These include Indian outlets like Mumbai Masala and global ones like Bistro. The exceptions are eateries like Fenix and Dadar which cater to a larger segment of people living in this area. Although there are high-end hospitals near Vasai, the place has only smaller but well-established names like Ankur the leprosy centre, Navjeevan and Shreyas. Traffic in Vasai is heavy and chaotic, mainly due to less traffic signals. Parking can be a problem especially in retail areas.
",http://www.magicbricks.com/Vasai-in-Mumbai-Overview,"
Overview of Vasai, Mumbai
","
Vasai, Mumbai , 
"
"
Wadala used to be considered as a central suburb of Mumbai, but is now well within the city limits. The area is bordered by Dadar on the West, Matunga on the Northwest and Sewri on the South. One can get local trains from Wadala to travel towards Navi Mumbai as well as the western suburbs. It also has various schools and reputed institutions like Khalsa College, SNDT WomenÃ¢ÂÂs University and Dr Ambedkar Commerce & Law College, among many.
The area is centrally located. All the railway stations - Dadar, Sion, Matunga are close by. It takes only 20-25 minutes to reach town. It also has a large number of old temples and university campuses. The area enjoys excellent connectivity through metro and the upcoming mono rail.
There are many renowned real estate developers who are present in the area such as Lodha Group, Ajmera Realty among others. The major reason for a lot of development in the area is that Wadala has very good connectivity to all parts of Mumbai and is a central hub. Wadala (W) is a quiet and peaceful locality. It has a great deal of greenery unlike many other parts of Mumbai.
Projects like the Monorail, Wadala Truck Terminal and the expansion of Sewri Panvel Highway are in various stages of development. This is expected to have a positive impact on real estate development in the area.The locality has strategic importance because of its proximity to the traditional CBD areas Parel and Lower Parel. The upcoming monorail will connect it to Lower Parel in just 20 minutes. The elevated freeway will enable you to reach the business district of Fort in less than 20 minutes.
Wadala has a number of flyovers such as Anik Panjrapol Link Road, elevated road, Kurla Santacruz flyover. All these flyovers are operational on the eastern express highway from town to Wadala. One of the concerns of the residents of Wadala is that it does not have any malls or supermarkets. For shopping, one has to use local shops or travel to Matunga or Dadar.
",http://www.magicbricks.com/Wadala-in-Mumbai-Overview,"
Overview of Wadala, Mumbai
","
Wadala, Mumbai , 
"
"
Sector 100 Noida is located just off the Noida Greater Noida Expressway and is one of the fastest developing localities in Noida today. The locality contains Noida Authority MIG Apartments. However, it is known for various projects by the 3Cs Developers, which include the Lotus Espacia, Lotus Peak and the latest offering of the company Lotus Boulevard. This project is considered to be the largest green residential project in India. These projects offer 2 to 5 bedroom luxury apartments. Moreover the sector also has residential.
The sector enjoys direct accessibility from the expressway and is situated close to the already habitat sectors 46 and 47. The sector is located in close proximity to the Noida SEZ and well established sectors such as 62 and 55. The sector also enjoys excellent connectivity with sectors 18 and 50.
The locality has well planned green belts away from drains. It has some good schools such as Pathway World School. A Shiva temple and a park for the resident convenience are also located in the area.
Pros:
Well connected to the expressway
",http://www.magicbricks.com/Sector-100-in-Noida-Overview,"
Overview of Sector 100, Noida
","
Sector 100, Noida , 
"
"
Noida Extension is located around 4-5 km from Sector 121, Noida. Spread over nearly 3,635 hectare, Noida Extension is basically a name given to certain pockets of Greater Noida by the builders present here. This was done to differentiate the location from Noida and Greater Noida.
There are nearly 70-75 projects present in Noida Extension by renowned developers such as Amraplai Group, Gaursons Group, Antariksh Group, Nirala Group, Supertech Developers, Mahagun Developers and AVJ Group among others. Possessions for most of the projects are expected within a period of 2 to 3 years. Most preferred configurations in the sector are 2 and 3BHK.
Working class of Delhi and NCR constitute the major part of the buyers due to affordable prices. There is a blend of investors as well as end-users who are looking for property in Noida Extension. Lower price points in comparison to Noida and Delhi has made this a preferred residential option for both end users as well as investors.
The area offers good connectivity to Greater Noida, Noida as well as Delhi. With the proposed metro line coming to Noida Extension by next year, there are bright prospects for better connectivity and demand in the area.
Pros:
Affordable prices as compared to other localities in Delhi NCR
Rates are appreciating fast thereby rendering it an ideal location for investors
Good connectivity to Noida, Greater Noida and Delhi.
Proposed Metro line would further boost the accessibility of the location
Cons:
There are still apprehensions about projects being delivered on time.
",http://www.magicbricks.com/Noida-Extension-in-Noida-Overview,"
Overview of Noida Extension, Noida
","
Noida Extension, Noida , 
"
"
Sector 137 is one of the developing areas of Noida which is strategically located along the Noida-Greater Noida Expressway. It is located just opposite the institutional area in sector 136. The sector has several projects by renowned builders including Paramount Group, Ajnara Group, Paras Builders, Logix Group, Supertech Ltd, Purvanchal Group among many more.
These projects offer 1 TO 4 BHK apartments within a wide price range of Rs 20 lakhs to Rs 4 crore. Sector 137 is very well connected to Delhi and Greater Noida via the Noida Greater Noida Expressway. It is just a 5 minutes drive from Sector 18, the shopping hub in Noida.
Further the proposed metro line, which promises a station in this sector, adds to the sectorÃ¢ÂÂs connectivity. Sector 137 is also in close proximity to the FNG Faridabad Noida Gaziabad Expressway.
The sector is located approximately 10 km from the Mahamaya Flyover. There are sector roads on either side of the expressway ,which are red light free. Thus, effectively there are three roads leading to the same destination thereby, considerably reducing the chance of any traffic jams.
The sector is also close to corporate and commercial districts and is a perfect option for the working class. In addition, there are many schools and educational institutes such as Amity, DPS and APJ School and hospitals in the vicinity.
Its strategic location, being close to sectors 136 and 142, is a big advantage as these are soon going to be big IT hubs in the future.
Pros:
Well connected to Delhi and Greater Noida via the Noida Expressway.
Properties available in a wide budget range No traffic jams All basic amenities present nearby.
",http://www.magicbricks.com/Sector-137-in-Noida-Overview,"
Overview of Sector 137, Noida
","
Sector 137, Noida , 
"
"
Sector 62 is one of the most developed residential cum commercial areas of Noida. Apart from several IT developments, the locality also has a number of organized group housing societies. It is easily approachable through NH 24 and the main roads coming from sectors 18, 37, DND Flyover, Kalindi Kunj and Indirapuram.
The locality largely has group housing, cooperative housing and government housing societies. Some of these include BHEL Vinayak Apartments, Indian Overseas Colony, PMO Co-operative Housing Society, Indian Oil Apartments and Lavanya Apartments among others. Some of the private builders present in this sector are DLF, 3Cs and Unitech. The locality offers 1 to 4 BHK apartments in the price range of Rs 20 lakh to Rs 3 crore and above. These are available for sale, re-sale as well as rent.
The locality is one of the most preferred sectors in Noida today due to its connectivity to Greater Noida, Ghaziabad and Delhi. Moreover, the locality is also very well developed commercially being the IT hub of the sub-city. There are several MNCs such as Samsung, LG, HCL, IBM, NIIT, WIPRO, HP etc. This makes it a favourite among the working professionals.
Further, the locality is also considered to be the educational hub. It has several institutes such as Indian Acedemy of Highway Engineers, Institute of Management Services, Jaypee Institute of Information Technology University, JSS Academy of Technical Education, Nightangle Institute of Nursing, Mahamaya Technical Institute and many more. It also has schools such as DPS, Fr Agnels etc.
The locality has all facilities such as hospitals, banks, well maintained parks, parking facility, security etc.
Pros:
Both residential and commercial developments within the same sector.
Well connected to Greater Noida, Ghaziabad and Delhi
Cons:
Over crowded
",http://www.magicbricks.com/Sector-62-in-Noida-Overview,"
Overview of Sector 62, Noida
","
Sector 62, Noida , 
"
"
Sector 50 Noida is a well developed fully occupied premium well connected safe and a peaceful locality highly suitable for working families with old parents and kids.
The locality has several projects by renowned developers. These include ATS Green I and II by ATS Developers, Mahagun Maple, Mahgun Manor and Mahagun Maestro Apartments by Mahagun Developers, Amrapali Eden Park by Amrapali Group, Omaxe Twin Towers by Omaxe, Antriksh Greens by Antriksh Developers, Windsor Greens by Assotech Ltd etc to name a few.
Society apartments such as Alok Vihar I and II Apartments, Sagar Residency, Rail Nagar Colony are also available in the area. Properties in a wide budget range of Rs 30 lakh to Rs 4.5 crore are available that offer 2 to 5 BHK units. The sector is well connected with Noida, Greater Noida, Ghaziabad, Gurgaon and Faridabad.
There are two metro stations in close proximity namely the Golf Course and City Centre Metro Stations.
It is a well planned and well maintained locality that offers its residents all facilities such as schools, neighborhood markets, places of worship such as the Sai Temple and the Marthoma Church, several parks, playing grounds, petrol pump, 24x7 security and water supply.
Pros:
Availability of all basic facilities within the sector
Good connectivity to Gurgaon, Faridabad and Delhi.
",http://www.magicbricks.com/Sector-50-in-Noida-Overview,"
Overview of Sector 50, Noida
","
Sector 50, Noida , 
"
"
The sector is divided into five colonies namely Vivek Vihar Udyog Vihar Kendriya Vihar Swarnim Vihar and Green view Apartments. It also has certain Janta flats developed by the Noida Development Authority.
Vivek Vihar and Kendriya Vihar are two co operative colonies that have witnessed maximum rise in property values in the past few years. The two areas have unmatched amenities such as power back up, round the clock security basement parking community hall lift and gardens etc. Configurations of 1 to 4 BHK units are available here.
Sectors adjacent to this sector are also seeing activity in terms of new projects. Developers such as 3C Ltd ATS Group Eldeco Group and Omaxe Ltd are bringing their projects in adjacent sectors 92 and 93.
The sector is well maintained and offers facilities such as schools hospitals banks ATM markets 24 hours water supply and security. Most of the colonies have beautiful landscaping and have adequate parking. A sector 110 market is just opposite the sector that offers all basic facilities.
",http://www.magicbricks.com/Sector-82-in-Noida-Overview,"
Overview of Sector 82, Noida
","
Sector 82, Noida , 
"
"
Located on NH 24 bypass road, Crossings Republik is considered the first global city of NCR, which was realized by coming together of seven top developers of the city. These include Supertech Ltd, Paramount Residency, Panchsheel Promoters, Manhagun Developers, Gaursons India Ltd, Assotech Ltd and Ajnara Farms and Services Ltd.
The locality is spread across an area of 360 acre with a total of 12838 units. These include 2 and 3BHK units along with villas. Units are available at a price range of Rs 2800 to 3000 per sq ft. Rental values vary from Rs 8000 to 10000 per month for a furnished 2BHK apartment while an unfurnished apartment is available at a monthly rental value of Rs 6000 to 8000 per sq ft.
The major demand is from IT professionals working in Noida and Delhi. Reasonable rental values as compared to nearby localities such as Indirapuram, where a 2BHK would fetch Rs 14000 to 16000 per month are driving demand here. A lot of people move to Crossings Republik due to affordability.
The township offers a complete living experience as the area offers malls, retails outlets, office space, hospitals, schools, sports facilities etc within the premises. Further 24 hours high tech security with high speed elevators, water supply and 100 per cent power back up are added advantages.
Strategic location with convenient approach located at the triangle of Ghaziabad, Noida and Greater Noida on NH-24. Nearest metro station is at a distance of 15 km, 42 km away from IGI Airport, 40 km from Nizamuddin Railway Station.
",http://www.magicbricks.com/Crossings-Republik-in-Ghaziabad-Overview,"
Overview of Crossings Republik, Ghaziabad
","
Crossings Republik, Ghaziabad , 
"
"
Strategically positioned among three important business centres like Delhi, Ghaziabad and Noida, Indirapuram is divided into different sectors such as Nyay Khand, Vaibhav Khand, Ahinsa Khand, Niti Khand, etc. The Ghaziabad Development Authority GDA demarcated this residential area only about 16 years ago, and today, Indirapuram has innumerable residential options for people across income brackets and business class.
There are several renowned developers in this locality today. Some of the projects by these include Gulmohur Residency by the SVP, Antriksh Greens by Antriksh Group, Kabana by Assotech Realty, Amrapali Village by Amrapali Group, Gaur Green Vista by Gaursons, Shipra Sun City by Shipra Group, Supertech Icon by Supertech, Orange County by ABA Corp. Vaishali, Sector-3 Vasundhara and Vasundhara Enclave are other nearby localities. The infrastructure development here has made it a sought after place among real estate developers for constructing housing societies and mini townships.
The locality has several malls in the vicinity such as Shipra Mall, Aditya Mega Mall, Jaipuria Sunrise Plaza Mall etc. The locality also houses various schools such as Mothers Pride, Rama International School, Presidium, St. Teresa School, Vanasthali Public School and others in its vicinity. Though the nearest hospital is Fortis in Sector 62, Noida, there are many clinics in the area. Some of the hospitals in the vicinity are Shanti Gopal and Pushpanjali Crosslay.
",http://www.magicbricks.com/Indirapuram-in-Ghaziabad-Overview,"
Overview of Indirapuram, Ghaziabad
","
Indirapuram, Ghaziabad , 
"
"
Situated in Ghaziabad, Raj Nagar Extension is one of the better-planned cities of Delhi NCR. Its impeccable civic infrastructure and houses at affordable prices makes it an ideal place for middle class end users hunting for homes. It is very well connected to neighboring areas such as Vaishali, Vasundhara and Indirapuram. It is only 15 minutes drive from Noida and 30-40 minutes drive from Hapur. The locality mainly consists of mid-rise apartments.
Currently, there are nearly 30 to 35 developers in this place. Today the place has 32 housing projects with around 4,900 flats likely to be given for possession in 2013. Some of the renowned developers who have set base here include Ajnara Developers, Vasu Infrastructure, Land Craft Developers, SVP and MAIA Developers and many more. The locality has the all the basic social and physical infrastructure in place. There are several schools such as GD Goenka Public School, Delhi Public School, Saraswati Vidya Mandir, Green Field Public School, GPS Public School, Mother India Public School among others.
Malls such as Pacific Mall, Ansal Plaza, East Delhi Mall, Mahagun Metro Mall, Galaxie, Shopprix Mall, AEZ Mall, Angel Mall are present in the vicinity of the locality. Connectivity is the locality USP. The Vaishali Delhi Metro Station is at a distance of just 5-km and there are plenty of intercity buses from the ISBT located just 3-km away. Plans for the Metro line at Arthala, which would be situated at a distance of just 2-km from Raj Nagar Extension, would be another boost to the locality connectivity.
The proposed Rapid Rail Transit System RRTS between New Delhi and Meerut will have stations at Mohan Nagar, a few km away from the locality. Further, the GDA has approved an elevated road from UP Gate to Raj Nagar Extension. This 4 lane road will be 18km long.
",http://www.magicbricks.com/Raj-Nagar-Extension-in-Ghaziabad-Overview,"
Overview of Raj Nagar Extension, Ghaziabad
","
Raj Nagar Extension, Ghaziabad , 
"
"
Kaushambi is a part of the planned industrial city of Ghaziabad. It is a planned and well developed region. Situated at the sidelines of the Delhi UP border it provides an instant connectivity to the capital city.
The locality has properties that offer 1 to 4BHK apartments within a wide budget range of approximately Rs 50 lakh to Rs 1.5 crore and above. The locality largely consists of group housing societies such as Asha Pushp Vihar, Seemant Vihar among others.
The locality is well connected to Delhi via road as well as through the Metro Rail. It is connected to North Delhi through the Geeta Colony Flyover, Connaught Place through Nizzamudin and South Delhi through the Barapullah Flyover. The Kaushambi Metro Station, the Anand Vihar Railway Station and ISBT are located within 2 to 3 km of the locality.
Social infrastructure is also well developed with hospitals, schools, multiplexes, parks, shopping complexes, malls such as Shopprix, EDM, Wave etc, movies halls, banks, police station, neighborhood markets etc in close vicinity of the locality.
Pros:
Metro connectivity
Well connected to all parts of Delhi via road
Cons:
Overcrowded.
",http://www.magicbricks.com/Kaushambi-in-Ghaziabad-Overview,"
Overview of Kaushambi, Ghaziabad
","
Kaushambi, Ghaziabad , 
"
"
Located at a distance of 10 km from ITO in Delhi, Vaishali has emerged as a popular destination for middle-class buyers in the National Capital Region. Its good connectivity and proximity to Dabur Mohan Nagar Road ultimately connecting to NH-24, has given a boost to the localityÃ¢ÂÂs residential realty market consisting of innumerable housing projects which have come up in the last few years.
Developers like Ansal Housing, Amrapali Group, Antriksh Group, Supertech Ltd, Ashiana Housing Ltd, Gaursons India Limited, Ramprastha Group and many more have launched various projects in this area.
Property rates in Vaishali witnessed an appreciation of 20-30 per cent due to the arrival of the Metro line in 2011. The locality mostly offers multi-storey apartments. This is because many end-users and service class home buyers prefer high rise apartments to builder floors due to the availability of facilities like parking, power back-up, 24-hour water supply, security, etc.
The factors favoring growth of Vaishali and attracting buyers to the area are the social and physical infrastructural development of the region, which were undertaken for the Commonwealth Games.
As property prices are spiraling in Delhi, Indirapuram and Kaushambi, people are heading for Vaishali.
Pros:
Connectivity via the Metro
Proximity to Delhi
Affordable rates as compared to nearby areas
Well built social infrastructure.
",http://www.magicbricks.com/Vaishali-in-Ghaziabad-Overview,"
Overview of Vaishali, Ghaziabad
","
Vaishali, Ghaziabad , 
"
"
Dharuhera is an industrial area located on either side of NH8. Situated at a distance of 30 km from Gurgaon, it is a fast developing residential hub. It has been witnessing capital appreciation over the past few years ensuring continuous demand from investors. At the same time low prices, compared to Gurgaon and other neighboring localities have attracted end users too.
Several well-known developers are present here. Some of the developers in the locality include Avalon Group, Dwarkadhis Developers, Raheja Builders, Vipul Builders, Bestech Group and more. Lower prices have attracted investors to this part of the city. However, improving infrastructure is now fuelling an increased demand among end users as well.
Dharuhera is also well connected to the expanding NH-8. The national highway is currently being widened to 8-lanes from the existing 6-lanes. According to local realtors, the proposed Bullet Train linking Alwar-Delhi-Panipat-Meerut from Dharuhera will also add to the superb connectivity of the city.
In addition, Dharuhera also has several domestic and multi-national companies setting up base in the area. These companies have acquired land in the industrial areas of Khushkhera, Tapukara, Chopanki and Bawal that are located very close to Dharuhera. Job opportunities thus created, have further led to an increase in the housing demand. This enhanced commercial activity has made Dharuhera a preferred residential area for mid-income home buyers.
Pros:
The city offers rates much lower than that available in neighbouring Gurgaon.
High rate of capital appreciation is a good bet for investors.
Well connected to NH8
Upcoming bullet train
",http://www.magicbricks.com/Dharuhera-in-Dharuhera-Overview,"
Overview of Dharuhera, Dharuhera
","
Dharuhera, Dharuhera , 
"
"
Located in close proximity to NH 8 and MG Road, DLF City Phase-IV is one of the most developed localities in Gurgaon today. The locality features plotted development by DLF and many other popular high rise projects like Hamilton Court, Regency Park, Ridgewood and Windsor Court are present in the area. There are 1 to 4 BHK units available for both sale as well as rent. The location also offers good metro connectivity.
DLF Phase-IV is considered to be one of the best residential options for people working in New Gurgaon. With all amenities such as several shopping malls, clubs, play schools, schools, hospitals, banks etc it is a convenient and desirable residential area. Markets such as Galleria and Super Mart 1 and 2 are popular among the residents. It is well connected by road via NH-8 and is located in close proximity to MG Road.
Pros:
Good Road Connectivity
Rapid metro connectivity soon
Cons:
Already high prices
Metro related construction might cause traffic disruptions for next one to two years.
",http://www.magicbricks.com/Dlf%20City%20Phase%204-in-Gurgaon-Overview,"
Overview of Dlf City Phase 4, Gurgaon
","
Dlf City Phase 4, Gurgaon , 
"
"
Golf Course Extension Road starts from Bristol Chowk on MG Road and goes straight till the sectors 55 and 56. It connects Golf Course Road to Sohna Road. It includes new sectors 66, 67, etc. Most of the development on this stretch has taken place in the recent past. It is considered to be the ultimate destination for the golf loving high-end homebuyers.
Several developers have their high-end projects along this stretch. The development of Road No. 9 from Sikandarpur to Golf Course Road marked the area as an end-user destination. The extension of Golf Course Road to connect to Sohna Road further opened up the area for development.
Apart from DLF, other realty majors having their projects here are Ansal API, M3M, Pioneer Group, Emaar MGF, Tata Housing, IREO and many more.
Sectors 55 and 56 along the Golf Course Extension Road already have a large number of Cooperative Group Housing Societies, which have created a critical mass of population on this stretch. Developers are building golf-themed apartments and luxury villas set amidst green expanses, most of which have secured approval from GRIHA. As for social infrastructure, a number of schools and hospitals are situated near Golf Course Extension Road. Some of these are Amity School, DPS, Scottish High among others.
Some of the hospitals in the area are Artemis Hospital and Medanta among others.
Pros:
Easy accessibility.
Well connected to two main corridors - Golf Course Road and Sohna Road.
NH-8 is easily accessible
The IGI airport is a 30-minute drive.
Will be connected to the Gurgaon-Faridabad Road. Well connected to major office hubs in Gurgaon.
Cons:
Physical infrastructure is not fully developed.
Infrastructure in the first part (from Golf Course Road up to Badshahpur) is likely to be rolled out soon. In the second part (from Badshahpur to NH-8), it is likely to take more time. The main road is also not fully built.
Land acquisition for developing sector roads is mired in difficulties.
",http://www.magicbricks.com/Golf%20course%20Extension%20Road-in-Gurgaon-Overview,"
Overview of Golf course Extension Road, Gurgaon
","
Golf course Extension Road, Gurgaon , 
"
"
The township is developed by real estate majors Unitech and has two parts namely Nirvana Country and Nirvana Country II. While Nirvana Country has projects such as Escape Fresco Harmony The Close Nirvana Country II has Exquisite Alder Grove.
Escape is located in Sector 50 on the proposed 130 meter road with the Metro nearby. It is approximately a 3 km drive from NH 8 and around 20 minutes drive from the Iindira Gandhi International airport. The project offers high end luxury 2 to 4 BHK apartments fitted with a modular kitchen and air conditioners in every room. The sizes of these vary from 1550 to 3974 sq ft. Fresco comprises of 2 and 3 BHK apartments ranging from 1336 to 1877 sq ft located deep in the heart of Nirvana Country. Harmony offers 2, 3 and 4BHK apartments designed by the renowned architect Mani Chowfta.
Nirvana Country II Alder Grove on the other hand offers luxurious villas while Exquisite has 3 bedroom apartments, duplexes and penthouses. Both projects are located in Sector 71, Gurgaon. Most of the projects are fully occupied except Escape and Harmony which has only 20 per cent occupancy till date. All these projects offer 100 per cent power back up and 24 hours water supply and gated security. It offers a serene environment with vast gardens walkways facilities such as swimming pools basket ball courts badminton courts kids play area etc are available. A number of hospitals and schools are also a part of this locality.
Pros:
Well connected to the NH8 and Golf Course Extension Road. Close proximity to the residential retail and commercial development on Sohna Road. World class schools within 20 minutes driving distance. Leading hospitals also within 20 minutes driving distance.
",http://www.magicbricks.com/Nirvana-Country-in-Gurgaon-Overview,"
Overview of Nirvana Country, Gurgaon
","
Nirvana Country, Gurgaon , 
"
"
The industrial town near Gurgaon, Manesar, is a part of the Delhi NCR. The location, which was earlier a small village, has now turned up to be IndiaÃ¢ÂÂs fastest growing township. Proximity to Delhi has impacted the pace of growth of the area.
The real estate activity in the area has given it the tag of New Gurgaon. Being an industrial hub, Manesar is the workplace of lakhs of people coming from adjoining areas such as Delhi, Gurgaon, Dharuhera and Bhiwadi. There are several hotels, offices and factories in the area. Prestigious educational institutions such as National Brain Research Centre, National Bomb Data Centre and National Security Guards Centre are also situated in Manesar.
Apart from the commercial and industrial development, Manesar has now become home to many residential projects as well. Since Gurgaon has few options for those looking for property in the budget of Rs 40-50 lakh, buyers can look at sectors adjoining Manesar where there are many new mid-range projects coming up. There are new projects by Ansal API, Raheja Developers, Crescent Park, DLF and SARE Homes in these sectors. While those by DLF and SARE Homes tap the upper segment, others have options for the middle-income segment.
Manesar is well connected through road, rail and air. Being situated on NH-8, there are several trains and buses serving this route. The IGI Airport is at a distance of 32 km while the nearest railway station, Garhi Harsaru Railway Station, is 12 km.
In order to provide better connectivity to Delhi, there are plans to extend the Delhi Metro up to Manesar. There are also plans by Haryana Government to set up a metro line serving the Haryana portion of NCR, with Manesar being a prospective station.
Pros:
Ample employment opportunities
Good and improved connectivity
Affordable properties.
",http://www.magicbricks.com/Manesar-in-Gurgaon-Overview,"
Overview of Manesar, Gurgaon
","
Manesar, Gurgaon , 
"
